estate-price,estate-title,estate-subtitle,estate-rooms,estate-surface
â‚¬ 152.000,Bilocale in vendita,"Pioltello, Piazza  Margherita Hack - Seggiano",2 locali,60 Mq
â‚¬ 196.000,Bilocale in vendita,"Pioltello, Piazza Margherita Hack - Seggiano",2 locali,76 Mq
â‚¬ 197.000,Trilocale in vendita,"Pioltello, Piazza Margherita Hack - Seggiano",3 locali,70 Mq
â‚¬ 255.000,Quadrilocale in vendita,"Pogliano Milanese, Via Francesco Baracca",4 locali,172 Mq
â‚¬ 355.000,Attico in vendita,"Pozzo D'Adda, Via Repubblica - Bettola",4 locali,
â‚¬ 235.000,Trilocale in vendita,"Pozzo D'Adda, Via Giorgio Amendola - Bettola",2 locali,120 Mq
â‚¬ 135.000,Trilocale in vendita,"Pozzo D'Adda, Via Santa Elisabetta - Bettola",3 locali,115 Mq
â‚¬ 179.000,Trilocale in vendita,"Pozzo D'Adda, Via G. Brodolini - Bettola",3 locali,100 Mq
â‚¬ 85.000,Trilocale in vendita,"Pozzo D'Adda, Via Don Piazza - Bettola",3 locali,80 Mq
â‚¬ 165.000,Bilocale in vendita,"Pozzo D'Adda, Via Paolo Emilio Taviani",2 locali,100 Mq
â‚¬ 165.000,Trilocale in vendita,"Pozzo D'Adda, Via Italia",3 locali,87 Mq
â‚¬ 146.000,Trilocale in vendita,"Pozzo D'Adda, Martin Luther King - Bettola",3 locali,95 Mq
â‚¬ 128.000,Bilocale in vendita,"Pozzo D'Adda, Via Paolo Emilio Taviani",2 locali,60 Mq
â‚¬ 348.000,Attico in vendita,"Pozzo D'Adda, Via unitÃ  d'italia",4 locali,132 Mq
â‚¬ 54.000,Bilocale in vendita,"Pozzo D'Adda, Via XXV Aprile",2 locali,42 Mq
â‚¬ 179.000,Trilocale in vendita,"Pozzo D'Adda, Via pietro nenni - Bettola",3 locali,71 Mq
â‚¬ 80.000,Trilocale in vendita,"Pozzo D'Adda, Via Don Piazza - Bettola",3 locali,70 Mq
â‚¬ 280.000,Quadrilocale in vendita,"Pozzo D'Adda, Via UnitÃ  d'italia",3 locali,160 Mq
â‚¬ 185.000,Trilocale in vendita,"Pozzo D'Adda, Via carducci",3 locali,110 Mq
â‚¬ 195.000,Trilocale in vendita,"Pozzuolo Martesana, Via Guglielmo Marconi - Trecella",3 locali,120 Mq
â‚¬ 129.000,Bilocale in vendita,"Pozzuolo Martesana, Via Alessandro Volta",2 locali,56 Mq
â‚¬ 75.000,Casa di corte in vendita,"Pozzuolo Martesana, Via Giuseppe Garibaldi",2 locali,35 Mq
â‚¬ 289.000,Rustico in vendita,"Pozzuolo Martesana, Via Marzabotto",,940 Mq
â‚¬ 420.000,Villa singola in vendita,"Pozzuolo Martesana, Via Goffredo Mameli",5 locali,342 Mq
â‚¬ 145.000,Trilocale in vendita,"Pozzuolo Martesana, Via Achille Grandi - Trecella",3 locali,93 Mq
â‚¬ 78.000,Bilocale in vendita,"Pozzuolo Martesana, Via Giuseppe Collini - Bisentrate",2 locali,68 Mq
â‚¬ 315.000,Porzione di bifamiliare in vendita,"Pozzuolo Martesana, Via Giacomo Puccini - Trecella",4 locali,260 Mq
â‚¬ 149.000,Trilocale in vendita,"Pozzuolo Martesana, Via Pieregrosso",3 locali,85 Mq
â‚¬ 155.000,Quadrilocale in vendita,"Pozzuolo Martesana, Via Salvo D'Acquisto",4 locali,135 Mq
â‚¬ 88.000,Bilocale in vendita,"Pozzuolo Martesana, Via Don Luigi Sturzo - Trecella",2 locali,60 Mq
â‚¬ 53.000,Casa di corte in vendita,"Pozzuolo Martesana, Via Martiri della Liberazione",2 locali,55 Mq
â‚¬ 160.000,Trilocale in vendita,"Pregnana Milanese, Via Marconi",3 locali,90 Mq
â‚¬ 440.000,Trilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",,161 Mq
â‚¬ 437.000,Trilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",3 locali,153 Mq
â‚¬ 463.000,Quadrilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",4 locali,155 Mq
â‚¬ 495.000,Quadrilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",,174 Mq
â‚¬ 463.000,Quadrilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",,155 Mq
â‚¬ 206.000,Bilocale in vendita,"Pregnana Milanese, Via Guglielmo Marconi",2 locali,69 Mq
â‚¬ 208.000,Trilocale in vendita,"Pregnana Milanese, Via Molise",3 locali,100 Mq
â‚¬ 180.000,Quadrilocale in vendita,"Pregnana Milanese, Vicolo Cantone",4 locali,90 Mq
â‚¬ 230.000,Quadrilocale in vendita,"Rescaldina, Via Giusti",4 locali,110 Mq
â‚¬ 103.000,Bilocale in vendita,"Rescaldina, Via Milano",2 locali,70 Mq
â‚¬ 265.000,Porzione di bifamiliare in vendita,"Rescaldina, Via Prealpi - Rescalda",4 locali,180 Mq
â‚¬ 139.000,Bilocale in vendita,"Rescaldina, Via Guglielmo Oberdan",2 locali,80 Mq
â‚¬ 355.000,Porzione di bifamiliare in vendita,"Rescaldina, Viale Lombardia - Rescalda",4 locali,240 Mq
â‚¬ 160.000,Trilocale in vendita,"Rescaldina, Via Volta - Ravello",3 locali,85 Mq
â‚¬ 99.000,Casa semindipendente in vendita,"Rescaldina, Via A. Da Giussano - Rescalda",,140 Mq
â‚¬ 118.000,Trilocale in vendita,"Rescaldina, Via Don Antonio Balbi - Rescalda",3 locali,80 Mq
â‚¬ 226.000,Trilocale in vendita,"Rescaldina, Caduti di Nassirya - Ravello",3 locali,107 Mq
â‚¬ 226.000,Trilocale in vendita,"Rescaldina, Caduti di Nassirya - Ravello",3 locali,106 Mq
â‚¬ 165.000,Trilocale in vendita,"Rescaldina, Via Giovanni Prati - Rescalda",3 locali,110 Mq
â‚¬ 79.000,Casa di corte in vendita,"Rescaldina, Via Antonio Gramsci",2 locali,70 Mq
â‚¬ 85.000,Casa indipendente in vendita,"Rescaldina, Via Ignazio Bossi",2 locali,50 Mq
â‚¬ 60.000,Bilocale in vendita,"Rescaldina, Via della Resistenza",2 locali,60 Mq
â‚¬ 434.000,Quadrilocale in vendita,"Rho, Via Olona",4 locali,155 Mq
â‚¬ 768.000,Quadrilocale in vendita,"Rho, Via Cardinal A. Ferrari",4 locali,143 Mq
â‚¬ 220.000,Bilocale in vendita,"Rho, Via Statuto",2 locali,77 Mq
â‚¬ 120.000,Bilocale in vendita,"Rho, Via Santorre di Santarosa",2 locali,60 Mq
â‚¬ 290.000,Trilocale in vendita,"Rho, Piazza Visconti",3 locali,85 Mq
â‚¬ 950.000,6 locali in vendita,"Rho, Piazza Visconti",6 locali,268 Mq
â‚¬ 850.000,5 locali in vendita,"Rho, Piazza Visconti",5 locali,235 Mq
â‚¬ 575.000,Quadrilocale in vendita,"Rho, Piazza Visconti",4 locali,161 Mq
â‚¬ 560.000,Quadrilocale in vendita,"Rho, Piazza Visconti",4 locali,157 Mq
â‚¬ 99.000,Bilocale in vendita,"Rho, Via Montello",2 locali,53 Mq
â‚¬ 155.000,Trilocale in vendita,"Rho, Via Luigi Capuana",3 locali,85 Mq
â‚¬ 235.000,Trilocale in vendita,"Rho, Via Enzo Balzarotti - Mazzo",3 locali,110 Mq
â‚¬ 400.000,Porzione di bifamiliare in vendita,"Rho, Via monti - Mazzo",4 locali,190 Mq
â‚¬ 180.000,Trilocale in vendita,"Rho, Via Andrea Doria - Terrazzano",3 locali,110 Mq
â‚¬ 155.000,Casa semindipendente in vendita,"Rho, Via Lodovico Ariosto - Terrazzano",3 locali,80 Mq
â‚¬ 10.500,Box / posti auto in vendita,"Robecchetto Con Induno, Via J.F. Kennedy - Malvaglio",,18 Mq
â‚¬ 17.000,Box / posti auto in vendita,"Robecchetto Con Induno, Via J.F. Kennedy",,30 Mq
â‚¬ 229.000,Villa singola in vendita,"Robecco Sul Naviglio, Via Santa Marta - Casterno",3 locali,170 Mq
â‚¬ 13.000,Box / posti auto in vendita,"Robecco Sul Naviglio, via don minzoni",,15 Mq
â‚¬ 16.500,Box / posti auto in vendita,"Robecco Sul Naviglio, Via Don Ottavio Sironi",,15 Mq
â‚¬ 13.000,Box / posti auto in vendita,"Robecco Sul Naviglio, Via martiri delle foibe - Cascinazza",,16 Mq
â‚¬ 23.000,Box / posti auto in vendita,"Robecco Sul Naviglio, Via martiri delle foibe - Cascinazza",,27 Mq
â‚¬ 299.000,Villa a schiera in vendita,"Robecco Sul Naviglio, Via salvo d'acquisto",4 locali,207 Mq
â‚¬ 119.000,Trilocale in vendita,"Robecco Sul Naviglio, Via San Giovanni",3 locali,149 Mq
â‚¬ 59.000,Monolocale in vendita,"Robecco Sul Naviglio, Via S. Giovanni",1 locale,48 Mq
â‚¬ 115.000,Trilocale in vendita,"Robecco Sul Naviglio, Via Don Luigi Brera",3 locali,114 Mq
â‚¬ 229.000,Trilocale in vendita,"Robecco Sul Naviglio, Via per Cascina Tangola - Castellazzo Dei Barzi",3 locali,115 Mq
â‚¬ 79.000,Rustico in vendita,"Robecco Sul Naviglio, Via per Cascina Tangola - Castellazzo Dei Barzi",,87 Mq
â‚¬ 120.000,Bilocale in vendita,"Robecco Sul Naviglio, Via Sant'Andrea",2 locali,71 Mq
â‚¬ 120.000,Bilocale in vendita,"Robecco Sul Naviglio, Via XXVI Aprile",2 locali,63 Mq
â‚¬ 115.000,Bilocale in vendita,"Robecco Sul Naviglio, Via Martiri delle Foibe - Cascinazza",2 locali,55 Mq
â‚¬ 265.000,Casa indipendente in vendita,"Robecco Sul Naviglio, Via Dante Alighieri",5 locali,245 Mq
â‚¬ 239.000,Trilocale in vendita,"Rosate, Via don luigi negri",3 locali,122 Mq
â‚¬ 175.000,Bilocale in vendita,"Rozzano, Via cassino scanasio - Cassino Scanasio",2 locali,63 Mq
â‚¬ 145.000,Bilocale in vendita,"Rozzano, Via eguenio curiel - Quinto Stampi",2 locali,66 Mq
â‚¬ 399.000,Villa a schiera in vendita,"Rozzano, Via Giuseppe di Vittorio - Pontesesto",3 locali,175 Mq
â‚¬ 169.000,Bilocale in vendita,"Rozzano, Via Giacomo Leopardi - Pontesesto",2 locali,65 Mq
â‚¬ 255.000,Bilocale in vendita,"Rozzano, Via lambro - Quinto Stampi",2 locali,68 Mq
â‚¬ 179.000,Bilocale in vendita,"Rozzano, Via Lambro - Quinto Stampi",2 locali,89 Mq
â‚¬ 380.000,Quadrilocale in vendita,"Rozzano, Via Europa - Quinto Stampi",4 locali,105 Mq
â‚¬ 169.000,Bilocale in vendita,"Rozzano, Via Eugenio Curiel - Quinto Stampi",2 locali,42 Mq
â‚¬ 172.000,Bilocale in vendita,"Rozzano, Viale Monte Penice - Valleambrosia",2 locali,68 Mq
â‚¬ 265.000,Trilocale in vendita,"Rozzano, Via delle Rogge - Rozzano Vecchio",3 locali,78 Mq
â‚¬ 215.000,Trilocale in vendita,"Rozzano, Via Alda Merini - Rozzano Vecchio",3 locali,82 Mq
â‚¬ 220.000,Trilocale in vendita,"Rozzano, Via guido rossa",3 locali,80 Mq
â‚¬ 23.000,Box / posti auto in vendita,"Rozzano, Via Giovanni Pascoli",1 locale,16 Mq
â‚¬ 11.000,Box / posti auto in vendita,"Rozzano, Via Giuseppe Mazzini - Rozzano Vecchio",1 locale,15 Mq
â‚¬ 489.000,Villa a schiera d'angolo in vendita,"Rozzano, Via Aspromonte - Valleambrosia",5 locali,200 Mq
â‚¬ 480.000,Villa singola in vendita,"San Colombano Al Lambro, Via Collada",4 locali,205 Mq
â‚¬ 199.000,Villa singola in vendita,"San Colombano Al Lambro, Via della Malpensata",3 locali,230 Mq
â‚¬ 198.000,Bilocale in vendita,"San Donato Milanese, Via Martiri Di Cefalonia",2 locali,75 Mq
â‚¬ 250.000,Trilocale in vendita,"San Donato Milanese, Via Giovanni Pascoli",3 locali,105 Mq
â‚¬ 275.000,Trilocale in vendita,"San Donato Milanese, Via Cupello - Bolgiano",3 locali,100 Mq
â‚¬ 220.000,Bilocale in vendita,"San Donato Milanese, Via Trieste",2 locali,60 Mq
â‚¬ 420.000,Quadrilocale in vendita,"San Donato Milanese, Via Rodolfo Morandi",4 locali,140 Mq
â‚¬ 375.000,Trilocale in vendita,"San Donato Milanese, Via Strasburgo",3 locali,120 Mq
â‚¬ 190.000,Monolocale in vendita,"San Donato Milanese, Via Bruxelles",1 locale,45 Mq
â‚¬ 215.000,Trilocale in vendita,"San Donato Milanese, Via Primo Maggio",3 locali,85 Mq
â‚¬ 490.000,Quadrilocale in vendita,"San Donato Milanese, Via Bruxelles",4 locali,145 Mq
â‚¬ 305.000,Bilocale in vendita,"San Donato Milanese, Via Strasburgo",2 locali,75 Mq
â‚¬ 160.000,Bilocale in vendita,"San Donato Milanese, Via Brenta - Certosa",2 locali,75 Mq
â‚¬ 330.000,Trilocale in vendita,"San Donato Milanese, Via Antonio Gramsci",3 locali,109 Mq
â‚¬ 189.000,Trilocale in vendita,"San Donato Milanese, Via Arno",3 locali,80 Mq
â‚¬ 265.000,Trilocale in vendita,"San Donato Milanese, Via Adda - Certosa",3 locali,84 Mq
Informazioni in agenzia,Trilocale in vendita,"San Giorgio Su Legnano, via cavour",3 locali,140 Mq
Informazioni in agenzia,Trilocale in vendita,San Giorgio Su Legnano,3 locali,90 Mq
â‚¬ 320.000,Villa a schiera d'angolo in vendita,"San Giuliano Milanese, Via Giovanni Paolo II - Viboldone",3 locali,120 Mq
â‚¬ 535.000,Villa singola in vendita,"San Giuliano Milanese, Via Giuseppe Mazzini",6 locali,200 Mq
â‚¬ 110.000,Bilocale in vendita,"San Giuliano Milanese, Via M.Gorky - Zivido",2 locali,66 Mq
â‚¬ 465.000,Palazzina in vendita,"San Giuliano Milanese, Via Amatore Sciesa - Borgolombardo",7 locali,228 Mq
â‚¬ 155.000,Bilocale in vendita,"San Giuliano Milanese, Via Amatore Sciesa - Borgolombardo",2 locali,65 Mq
â‚¬ 170.000,Trilocale in vendita,"San Giuliano Milanese, Via Amatore Sciesa - Borgolombardo",3 locali,82 Mq
â‚¬ 140.000,Bilocale in vendita,"San Giuliano Milanese, Via Amatore Sciesa",2 locali,74 Mq
â‚¬ 18.000,Box / posti auto in vendita,"San Giuliano Milanese, Via Rossini",,
â‚¬ 17.000,Box / posti auto in vendita,"San Giuliano Milanese, Via M.Gorky - Zivido",,16 Mq
â‚¬ 148.000,Trilocale in vendita,"San Giuliano Milanese, Via monti vincenzo",3 locali,86 Mq
â‚¬ 46.000,Box / posti auto in vendita,"San Giuliano Milanese, Via Carlo Porta",,31 Mq
â‚¬ 498.000,Villa singola in vendita,"San Giuliano Milanese, Via Veneto - Sesto Ulteriano",4 locali,150 Mq
â‚¬ 260.000,Trilocale in vendita,"San Giuliano Milanese, Via Fratelli Ruffini - Zivido",3 locali,90 Mq
â‚¬ 409.000,Casa semindipendente in vendita,"San Vittore Olona, Via mazzini",5 locali,200 Mq
â‚¬ 240.000,Casa indipendente in vendita,"San Vittore Olona, Vicolo XXIV Maggio",4 locali,230 Mq
â‚¬ 169.000,Trilocale in vendita,"San Vittore Olona, Via Unione",3 locali,100 Mq
â‚¬ 137.000,Trilocale in vendita,"San Vittore Olona, Via Roma",3 locali,112 Mq
â‚¬ 115.000,Trilocale in vendita,"San Vittore Olona, Via Europa",3 locali,87 Mq
â‚¬ 109.000,Bilocale in vendita,"San Vittore Olona, Via xxiv maggio",2 locali,60 Mq
â‚¬ 98.000,Monolocale in vendita,"San Vittore Olona, Via Divisione Sforzesca",1 locale,45 Mq
â‚¬ 189.000,Trilocale in vendita,"Santo Stefano Ticino, Via A. Volta",3 locali,95 Mq
â‚¬ 187.000,Casa semindipendente in vendita,"Santo Stefano Ticino, Via Piave",4 locali,108 Mq
â‚¬ 63.000,Bilocale in vendita,"Santo Stefano Ticino, Via Pace",2 locali,45 Mq
â‚¬ 199.000,Trilocale in vendita,"Santo Stefano Ticino, Via novella",3 locali,80 Mq
â‚¬ 317.000,Bifamiliare in vendita,"Santo Stefano Ticino, Via Dante",5 locali,270 Mq
â‚¬ 257.000,Quadrilocale in vendita,"Santo Stefano Ticino, Piazza della Costituzione",4 locali,130 Mq
â‚¬ 187.000,Trilocale in vendita,"Santo Stefano Ticino, Via Ticino",3 locali,90 Mq
â‚¬ 153.000,Bilocale in vendita,"Santo Stefano Ticino, Via Citterio",2 locali,60 Mq
â‚¬ 373.000,Porzione di bifamiliare in vendita,"Santo Stefano Ticino, Via Privata Botticelli",5 locali,250 Mq
â‚¬ 369.000,Porzione di bifamiliare in vendita,"Santo Stefano Ticino, Via Don Angelo Venegoni",5 locali,320 Mq
â‚¬ 695.000,Villa singola in vendita,"Santo Stefano Ticino, Via Papa Giovanni XXIII",5 locali,350 Mq
â‚¬ 367.000,Porzione di bifamiliare in vendita,"Santo Stefano Ticino, Via S. Carlo",5 locali,210 Mq
â‚¬ 207.000,Casa semindipendente in vendita,"Santo Stefano Ticino, Via galileo galilei",,150 Mq
â‚¬ 175.000,Trilocale in vendita,"Santo Stefano Ticino, Via Privata Cimabue",3 locali,105 Mq
â‚¬ 119.000,Trilocale in vendita,"Santo Stefano Ticino, Via Milano",3 locali,90 Mq
â‚¬ 149.000,Porzione di quadrifamiliare in vendita,"Sedriano, Via matteotti",2 locali,67 Mq
â‚¬ 300.000,6 locali in vendita,"Sedriano, via da vinci",6 locali,180 Mq
â‚¬ 260.000,Casa indipendente in vendita,"Sedriano, Via cellini - Roveda",5 locali,210 Mq
â‚¬ 130.000,Bilocale in vendita,"Sedriano, Via Eugenio Villoresi",2 locali,60 Mq
â‚¬ 200.000,Trilocale in vendita,"Sedriano, Via papa giovanni xxiii",3 locali,118 Mq
â‚¬ 132.000,Trilocale in vendita,"Sedriano, Via 2 giugno",3 locali,86 Mq
â‚¬ 350.000,Villa a schiera in vendita,"Sedriano, Via Michelangelo Buonarroti - Roveda",4 locali,155 Mq
â‚¬ 229.000,Trilocale in vendita,"Sedriano, Via papa giovanni xxiii",3 locali,103 Mq
Informazioni in agenzia,Porzione di bifamiliare in vendita,"Sedriano, Via mattei",4 locali,160 Mq
â‚¬ 184.000,Trilocale in vendita,"Sedriano, Via trento",3 locali,100 Mq
â‚¬ 290.000,Trilocale in vendita,"Sedriano, Via Rosario Livatino",3 locali,135 Mq
â‚¬ 237.000,Quadrilocale in vendita,"Sedriano, Via Maffei",4 locali,108 Mq
â‚¬ 123.000,Bilocale in vendita,"Sedriano, Via Bruno Buozzi",2 locali,60 Mq
â‚¬ 129.000,Casa di corte in vendita,"Sedriano, Via Edmondo de Amicis",3 locali,123 Mq
â‚¬ 165.000,Trilocale in vendita,"Sedriano, Via Leopoldo Fagnani",3 locali,82 Mq
â‚¬ 385.000,Trilocale in vendita,"Segrate, Via 1Â° Maggio",3 locali,99 Mq
â‚¬ 209.000,Trilocale in vendita,"Segrate, Via Roma",3 locali,85 Mq
â‚¬ 575.000,Quadrilocale in vendita,"Segrate, Strada prima - Milano San Felice",4 locali,145 Mq
â‚¬ 370.000,Trilocale in vendita,"Segrate, Strada anulare torre - Milano San Felice",3 locali,110 Mq
â‚¬ 245.000,Bilocale in vendita,"Segrate, Seconda strada torre - Milano San Felice",2 locali,72 Mq
â‚¬ 340.000,Trilocale in vendita,"Segrate, Strada anulare torre - Milano San Felice",3 locali,110 Mq
â‚¬ 380.000,Trilocale in vendita,"Segrate, Via Caravaggio",3 locali,100 Mq
â‚¬ 695.000,6 locali in vendita,"Segrate, seconda strada - Milano San Felice",6 locali,223 Mq
â‚¬ 228.000,Bilocale in vendita,"Segrate, Via Delle Regioni - Redecesio",2 locali,81 Mq
â‚¬ 195.000,Bilocale in vendita,"Segrate, Via Caboto - Rovagnasco",2 locali,61 Mq
â‚¬ 250.000,Trilocale in vendita,"Segrate, via Mattei",3 locali,90 Mq
â‚¬ 235.000,Trilocale in vendita,"Segrate, Via San Carlo - Villaggio Ambrosiano",3 locali,93 Mq
â‚¬ 215.000,Bilocale in vendita,"Segrate, Via Trieste - Redecesio",2 locali,55 Mq
â‚¬ 95.000,Monolocale in vendita,"Segrate, Via Monzese - Rovagnasco",1 locale,39 Mq
â‚¬ 365.000,Quadrilocale in vendita,"Segrate, Via San Carlo - Villaggio Ambrosiano",4 locali,140 Mq
â‚¬ 99.000,Bilocale in vendita,"Senago, Via Pacinotti",2 locali,60 Mq
â‚¬ 75.000,Bilocale in vendita,"Senago, Piazza Carlo Marx",2 locali,55 Mq
â‚¬ 108.000,Casa di corte in vendita,"Senago, Via Luigi Mantica",2 locali,65 Mq
â‚¬ 239.000,Quadrilocale in vendita,"Senago, Via Roma",4 locali,140 Mq
â‚¬ 194.000,Bilocale in vendita,"Senago, Via XXV Aprile",2 locali,58 Mq
â‚¬ 139.000,Trilocale in vendita,"Senago, Via Repubblica",3 locali,93 Mq
â‚¬ 105.000,Bilocale in vendita,"Senago, Via Alessandro Manzoni",2 locali,68 Mq
â‚¬ 99.000,Bilocale in vendita,"Senago, Via Bellini",2 locali,70 Mq
â‚¬ 16.000,Box / posti auto in vendita,"Senago, Via P. Appiani",1 locale,12 Mq
â‚¬ 17.000,Box / posti auto in vendita,"Senago, Via C. B. Cavour",1 locale,15 Mq
â‚¬ 10.000,Box / posti auto in vendita,"Senago, Via C. B. Cavour",1 locale,28 Mq
â‚¬ 99.000,Trilocale in vendita,"Senago, Via Appiani",3 locali,75 Mq
â‚¬ 209.000,Trilocale in vendita,"Senago, Via Giuseppe Ungaretti",3 locali,90 Mq
â‚¬ 28.000,Box / posti auto in vendita,"Senago, Via S. Bernardo",1 locale,28 Mq
â‚¬ 218.000,Trilocale in vendita,"Sesto San Giovanni, Via Podgora - Rondinella",3 locali,80 Mq
â‚¬ 105.000,Mansarda in vendita,"Sesto San Giovanni, Via Firenze - RondÃ²",1 locale,40 Mq
â‚¬ 255.000,Trilocale in vendita,"Sesto San Giovanni, Piazza IV Novembre - RondÃ²",3 locali,85 Mq
â‚¬ 118.000,Bilocale in vendita,"Sesto San Giovanni, Via Guglielmo Marconi - RondÃ²",2 locali,50 Mq
â‚¬ 275.000,Quadrilocale in vendita,"Sesto San Giovanni, Via Timavo - Rondinella",4 locali,110 Mq
â‚¬ 158.000,Bilocale in vendita,"Sesto San Giovanni, Via Giacomo Leopardi - Rondinella",2 locali,68 Mq
â‚¬ 269.000,Trilocale in vendita,"Sesto San Giovanni, Via Guglielmo Marconi - RondÃ²",3 locali,95 Mq
â‚¬ 139.000,Monolocale in vendita,"Sesto San Giovanni, Via Vincenzo Gioberti - Ospedale",1 locale,45 Mq
â‚¬ 112.000,Bilocale in vendita,"Sesto San Giovanni, Via Guglielmo Marconi - RondÃ²",2 locali,40 Mq
â‚¬ 250.000,Trilocale in vendita,"Sesto San Giovanni, Viale Edison",3 locali,100 Mq
â‚¬ 49.000,Box / posti auto in vendita,"Sesto San Giovanni, Via Firenze - RondÃ²",1 locale,70 Mq
â‚¬ 32.000,Box / posti auto in vendita,"Sesto San Giovanni, Piazza Martiri di Via Fani - RondÃ²",,20 Mq
â‚¬ 200.000,Trilocale in vendita,"Sesto San Giovanni, Via Sacco e Vanzetti",3 locali,110 Mq
â‚¬ 135.000,Bilocale in vendita,"Sesto San Giovanni, Via Tevere",2 locali,55 Mq
â‚¬ 169.000,Bilocale in vendita,"Sesto San Giovanni, Via Silvio Pellico - Rondinella",2 locali,75 Mq
â‚¬ 350.000,Porzione di bifamiliare in vendita,"Settala, Via dei Garofani - Caleppio",6 locali,195 Mq
â‚¬ 187.000,Trilocale in vendita,"Settala, Premenugo via brianza - Premenugo",3 locali,85 Mq
â‚¬ 225.000,Quadrilocale in vendita,"Settala, Caleppio via saragat - Caleppio",4 locali,114 Mq
â‚¬ 170.000,5 locali in vendita,"Settala, via  trieste",5 locali,170 Mq
â‚¬ 240.000,Multilocale in vendita,"Settala, Via Trieste",5 locali,170 Mq
â‚¬ 126.000,Trilocale in vendita,"Settala, Via XXV Aprile",3 locali,82 Mq
â‚¬ 465.000,Multilocale in vendita,"Settimo Milanese, Via Sandro Pertini - Seguro",6 locali,192 Mq
â‚¬ 313.000,Quadrilocale in vendita,"Settimo Milanese, Via Ciniselli",4 locali,112 Mq
â‚¬ 245.000,Trilocale in vendita,"Settimo Milanese, appartamento via aldo mo - Vighignolo",3 locali,85 Mq
â‚¬ 239.000,Trilocale in vendita,"Settimo Milanese, appartamento via airaghi - Vighignolo",3 locali,90 Mq
â‚¬ 250.000,Trilocale in vendita,"Settimo Milanese, appartamento Via Delle Campagne - Vighignolo",3 locali,93 Mq
â‚¬ 225.000,Trilocale in vendita,"Settimo Milanese, appartamento Via Alessandro Manzoni",3 locali,85 Mq
â‚¬ 218.000,Trilocale in vendita,"Settimo Milanese, Appartamento Via IV Novembre - Seguro",3 locali,113 Mq
â‚¬ 195.000,Trilocale in vendita,"Settimo Milanese, appartamento via dei garibaldini",3 locali,80 Mq
â‚¬ 315.000,Trilocale in vendita,"Settimo Milanese, Appartamento Via Pavese - Seguro",3 locali,110 Mq
â‚¬ 255.000,Trilocale in vendita,"Settimo Milanese, Appartamento Via Meriggia - Villaggio Cavour",3 locali,85 Mq
â‚¬ 298.000,Trilocale in vendita,"Settimo Milanese, appartamento via mereghetti - Vighignolo",3 locali,100 Mq
â‚¬ 390.000,Villa a schiera in vendita,"Settimo Milanese, Villa a schiera Via Pace - Vighignolo",3 locali,137 Mq
â‚¬ 135.000,Monolocale in vendita,"Settimo Milanese, appartamento Via Mereghetti  - Vighignolo",1 locale,45 Mq
â‚¬ 285.000,Trilocale in vendita,Settimo Milanese,3 locali,100 Mq
â‚¬ 260.000,Quadrilocale in vendita,"Settimo Milanese, appartamento via airaghi - Vighignolo",4 locali,120 Mq
â‚¬ 89.000,Bilocale in vendita,"Solaro, Via F. Parri",2 locali,52 Mq
â‚¬ 154.000,Trilocale in vendita,"Solaro, Via Volontari del Sangue",3 locali,78 Mq
â‚¬ 60.000,Monolocale in vendita,"Solaro, Vicolo Amizzoni",1 locale,35 Mq
â‚¬ 16.000,Box / posti auto in vendita,"Solaro, Via Sandro Pertini",,17 Mq
â‚¬ 129.000,Trilocale in vendita,"Solaro, Via G. Mazzini",3 locali,90 Mq
â‚¬ 95.000,Bilocale in vendita,"Solaro, Via Giuseppe Toniolo",2 locali,60 Mq
â‚¬ 170.000,Trilocale in vendita,"Solaro, Via Roma",3 locali,86 Mq
â‚¬ 410.000,Bifamiliare in vendita,"Trezzano Rosa, Via Fratelli Cervi",4 locali,250 Mq
â‚¬ 240.000,Villa a schiera centrale in vendita,"Trezzano Rosa, Via Risorgimento",3 locali,130 Mq
â‚¬ 120.000,Bilocale in vendita,"Trezzano Rosa, Via Fratelli Cervi",2 locali,60 Mq
â‚¬ 289.000,Villa a schiera in vendita,"Trezzano Rosa, Via C. Colombo",3 locali,188 Mq
â‚¬ 155.000,Trilocale in vendita,"Trezzano Rosa, Via Madonna",3 locali,95 Mq
â‚¬ 160.000,Bilocale in vendita,"Trezzano Rosa, Via de Gasperi",2 locali,70 Mq
â‚¬ 190.000,Porzione di bifamiliare in vendita,"Trezzano Rosa, Via IÂ° Maggio",4 locali,158 Mq
â‚¬ 500.000,Porzione di bifamiliare in vendita,"Trezzano Rosa, Via Dott.A.Cosmi",5 locali,165 Mq
â‚¬ 223.950,Bilocale in vendita,"Trezzano Sul Naviglio, Via Romeo Salvini",2 locali,75 Mq
â‚¬ 359.900,Trilocale in vendita,"Trezzano Sul Naviglio, Via Salvini",3 locali,157 Mq
â‚¬ 333.400,Quadrilocale in vendita,"Trezzano Sul Naviglio, Via salvini",4 locali,142 Mq
â‚¬ 481.900,Quadrilocale in vendita,"Trezzano Sul Naviglio, Via Romeo Salvini",4 locali,159 Mq
